EntrezID	Length	MCL1-LA_BC2CTUACXX_GATCAG_L001_R1
19325	3513	5460
16570	6849	283
100043040	3300	31
75302	8892	908
13528	2645	910
100503871	3331	3
13435	9852	1082
100038522	1385	3
18976	1007	2
668212	6547	24
217378	4713	474
104111	4730	84
52504	4343	118
69709	4013	313
17977	7329	1292
100041995	785	0
100042014	748	16
20403	6216	1669
74855	2833	2
207921	2886	11
382562	1306	1
626534	1343	2209
66055	1116	986
14226	980	19
238037	3180	38
432628	3125	52
217379	2511	1109
320817	8102	1157
208439	7048	13
72669	1258	0
672098	820	0
73575	339	0
238055	13909	1
68832	3082	741
238057	1399	2
58240	2958	88
724112	1216	1
11852	2228	9230
328059	2445	0
80913	6686	3978
208941	2647	5
20969	3057	1854
100862277	1032	0
319503	3869	3
17775	2130	10514
17182	3014	3
74682	4392	396
75516	1000	64
69420	476	0
23967	2011	7
70881	1855	1
105014	1472	146
238074	786	597
71457	736	0
238076	3059	110
56184	567	0
73304	744	0
209334	3283	51
67241	5603	1097
26950	1936	1
74712	1935	0
209550	3175	0
628327	507	14
627110	704	317
76820	4850	275
70858	1341	1
18109	2596	29
104721	2469	2654
71169	7240	931
105005	3380	1215
791361	2842	0
73972	806	0
217410	4198	1001
14245	5725	3421
18217	1547	0
268527	8260	18
50496	2496	628
19878	8012	3469
217430	2305	298
73667	1798	3
382571	4789	7
71853	2125	6030
68775	1597	630
217431	2986	827
100526470	83	0
100503365	328	0
18263	2547	4969
53602	1561	919
668525	1485	126
245297	3232	63
668539	972	0
100043324	724	228
236366	2542	1
668558	2349	10
668413	581	4
546524	2616	7
544848	509	1
629055	830	0
100042706	1104	0
100042727	1824	0
668605	564	0
100861711	1290	55
668455	738	40
100503846	632	0
675713	573	3
69513	1727	0
382686	632	4
100503913	896	1
211914	5679	811
16413	1874	183
54451	2560	1027
67732	926	291
11491	4410	1277
22630	2110	4428
100043407	885	24
628850	1263	12
434693	738	566
100043416	1176	11
69732	1407	20
100862386	525	1
668662	1886	31
100861601	1245	20
66808	2268	12
668714	971	7
21340	2019	278
195733	3530	1425
194655	3982	1508
12879	1838	1
20135	2180	573
100861907	474	0
67216	2802	519
77480	7402	2190
15902	1272	1234
432641	1115	0
100502727	342	0
74930	550	0
108089	5163	72
58185	3785	43
22169	3189	66
100504347	1973	0
636791	2087	0
20666	8451	6
328069	2998	0
68511	1434	0
94041	1460	0
71693	1383	9
20115	961	1675
19819	1457	253
104923	1676	961
217449	4259	491
380752	1692	297
100504402	1291	0
17933	7523	1
328075	3057	0
69675	6614	2111
22018	3282	2
268534	2337	42
69566	1547	0
211986	2958	266
100294583	1507	4
11431	3221	135
24057	1736	296
104943	2670	1711
629667	210	0
16777	5778	2377
13382	2243	2252
13487	2628	0
104836	4007	599
23985	3083	0
12033	2008	368
71916	1768	89
238123	2997	446
73010	4587	0
73389	4240	2064
19088	3358	859
100504461	1076	0
30955	6954	418
100504475	298	2
72123	4155	666
59027	4547	2013
100504486	2804	41
74076	1633	2
19027	4689	2742
68764	2953	0
320046	1551	6
380753	4278	245
100504517	1831	1
75040	675	0
28071	2324	402
114712	886	0
22160	1630	9
100861990	2847	0
79221	4428	2
75456	1676	0
217463	6226	919
100169866	1859	4
751520	87	0
11622	5494	805
71581	1058	1
403205	819	11
23795	760	1
66109	1923	1453
100862018	317	6
432649	1451	197
66912	1871	3695
217473	2446	385
71156	1323	0
66042	1751	9
75847	2690	156
100628578	74	0
17286	2348	10
319660	2155	54
217480	5544	1
73867	919	0
14009	4223	82
11861	3807	1027
20259	2999	835
380755	1213	9
15982	1816	23490
100316693	100	31
629820	401	5
246196	2454	523
238130	8072	178
93757	1177	45
16981	3185	1
27362	1865	1398
100039062	3025	151
67452	4406	1447
319504	7581	4
217517	4325	1121
664883	7000	6
217536	1728	328
15228	3985	0
67293	854	0
620583	2931	0
69054	708	0
18760	3778	147
217558	6726	473
76983	2091	817
12810	2683	2
94186	4164	2105
11782	1113	379
207304	8988	6444
544864	3627	69
320487	7761	613
328092	2564	148
14762	1388	0
76826	1193	121
11855	5197	2127
73278	304	0
238161	10263	4
27386	5879	259
67335	282	0
112407	2676	1009
665239	591	0
100038648	3622	0
104725	1363	562
100316682	80	0
66266	1043	507
72183	1879	1859
12632	2940	983
217578	6179	3920
72658	1187	157
665137	778	160
24067	4264	3042
73385	3863	1037
100039815	912	198
665155	3286	118
100101807	3863	134
100039830	912	23
100101806	2516	414
100503822	1075	110
59032	2395	380
66132	3117	572
26443	997	2810
18035	1579	24368
79459	1575	179
56856	3102	0
56784	7904	2609
52592	2566	233
100503961	1221	0
217588	1509	189
621837	231	726
104798	2288	0
21869	2865	0
97836	617	0
18094	1260	0
18511	2574	3
217593	2766	0
328099	4006	1202
73490	1454	120
100504018	1480	386
100040044	1040	69
15375	3188	3375
70846	1475	179
100504027	1426	39
100503562	3217	689
20605	3869	0
66864	4539	9
100504043	3093	2
20334	4108	693
66603	1106	149
78232	1255	526
18949	3469	2077
338320	1628	38
217615	3082	2173
70611	3446	807
100504078	1246	0
100504101	1089	0
238205	3726	0
73309	521	0
623046	3566	0
217648	1463	247
66689	2854	258
328108	6434	1806
328110	4068	1525
30795	945	531
104806	7775	368
217653	4017	105
70948	2228	26
238217	1023	0
320772	9834	371
100316870	12530	0
20090	390	726
69706	1501	38
66483	517	1628
217664	2616	1787
109065	2639	152
414085	2546	69
18974	1695	181
271005	1949	59
69554	1946	1105
66244	3722	1269
11845	3731	7421
76062	1037	40
207965	1027	255
20663	5612	1543
217666	3338	325
68055	1485	171
71091	1689	1
751538	110	0
74724	1421	0
399510	4454	926
70934	1852	7
73991	2818	33
100040999	628	8
64010	2524	1645
18080	10344	777
791312	2278	4
100504285	1080	0
110095	2821	49
414124	1296	0
94090	7430	0
72736	2320	947
100861697	1220	15
319710	4662	1646
56444	4022	1062
19167	1434	446
73204	1589	119
238247	5780	1077
75266	596	1
30056	1117	339
76967	5763	286
59036	3761	22
67348	637	0
73815	767	0
208846	6004	2311
238252	1374	41
67217	1705	208
104771	1976	383
73936	2630	0
104001	3710	22
78257	5247	0
67708	4420	116
66375	1304	319
19042	2789	1076
100861726	1074	0
75801	1910	0
20476	3956	0
20471	2849	2
20474	5572	166
17420	2505	564
76357	1669	136
625098	2959	238
380765	689	0
238257	3282	1888
73644	1039	6
18755	3301	986
666385	682	1
15251	4761	3849
100504452	3947	4
277089	675	6
75627	2125	211
238266	2705	0
100504476	1161	0
74284	1046	0
386753	2995	0
238271	4061	0
80837	2358	420
217674	1614	2
26932	4810	1467
72338	2981	28
665931	832	0
81535	3324	814
319565	21718	1699
100628610	83	0
13983	3362	0
80384	2246	0
108156	3324	1380
238276	6685	6
109929	1777	79
268564	3987	859
100504512	984	5
15512	2683	945
210762	1453	60
100041694	893	1
100628604	79	2
263406	4955	3808
100504549	540	45
20741	10394	972
211151	641	613
14776	1067	13
104886	3126	6254
110606	2560	673
17187	2005	1409
53618	3982	498
626215	531	0
268566	3402	1260
70897	1778	3
56217	5515	2920
73834	1410	1299
13665	3152	1970
27260	1551	286
268567	3961	247
211945	6439	1030
110417	2353	187
11847	1417	1607
53612	1281	1056
17252	1574	509
77974	1674	8
211978	9368	571
19363	2837	61
12192	2984	7805
69548	4845	186
109711	3739	4385
320808	5707	971
100217447	124	0
97827	3323	559
69522	508	0
108760	3920	14
13877	812	1290
328133	5230	1937
68354	941	13
217682	3527	130
380768	4399	3
217684	5065	5388
67340	377	0
100504661	1142	8
20384	1653	8236
20493	2102	4
64075	3496	398
100526532	84	0
110893	5068	0
100042143	2865	0
214321	2496	11
11498	2330	9
66272	1997	386
100504690	622	0
24071	10398	709
56622	2911	1
69792	1004	397
100504704	757	0
69480	2042	178
338372	11896	607
54604	12139	2486
217692	7701	873
50779	2626	1
791340	968	0
74283	1082	0
70127	1298	4
73828	2182	555
217695	3869	804
67039	4244	3811
19164	3023	1885
170721	4375	3714
18222	1962	1064
71952	2346	328
171210	2200	1327
26897	1559	2259
171282	2325	42
171281	2594	9
217698	1518	32
217700	1822	104
105000	5765	280
70481	2359	12
238317	7373	2661
100502697	3342	6
77219	3290	967
52708	5236	1019
217705	3357	73
217707	1602	432
12499	4990	420
72873	2190	17
66381	1379	220
104776	3346	598
100861863	582	0
217708	2144	185
12677	3180	0
19300	2527	259
432677	3608	0
627191	2499	0
67963	3262	2629
74316	868	360
16997	6603	1904
100303738	3954	16
68497	5434	962
73736	716	297
56531	7034	1533
100502763	1133	10
73422	2682	11
78920	2767	2598
238323	2534	58
18654	1569	86
217715	1573	847
217716	5428	179
66204	648	147
72350	4482	57
217718	5386	2149
100502783	668	0
68581	3526	2133
14281	2093	111836
81703	1881	2258
53314	904	191
217721	3435	135
58520	1185	647
320244	4841	634
21809	3385	3762
100861892	920	9
76411	809	1231
328136	3160	0
70373	3919	482
26380	4621	446
238328	6189	110
68737	3850	228
627607	1949	1
238330	4112	4353
217732	4409	572
238331	792	0
217733	3335	0
64242	1616	5
217734	5059	372
14874	2108	703
382620	7179	383
238333	2066	3
71275	1412	8
104799	2701	628
217737	1320	1816
217738	1425	4
20773	3754	2066
211064	1949	509
100526546	79	1
654309	1170	4
380773	419	445
66354	2257	1585
666806	1872	1
193322	1812	0
100042776	998	19
100042786	689	35
100862206	930	17
100861908	435	1
100861898	530	0
544881	1851	0
100038992	222	46
100038982	4341	20
100039042	1766	0
100039052	1822	1
100039076	798	1
100039087	1899	0
100039100	435	1
100039162	435	0
100039129	435	0
667350	930	49
546543	222	0
100039315	1893	0
666862	435	0
435337	1842	0
633093	4204	1
266459	1641	3
100503047	438	0
72113	2287	341
71818	2283	9
18191	9782	202
13371	5815	7
75216	4807	238
71349	1023	0
22095	4874	0
83602	5806	256
108800	9896	500
666955	2624	10
20338	6300	2202
399558	7099	11
100862089	695	0
69423	613	0
14420	3704	286
14744	2035	1
72258	2533	0
104871	2025	114
24000	5738	956
75553	4184	1278
319670	10136	1115
76260	2308	340
67639	1176	0
71375	2611	439
100503855	3630	0
100503812	646	0
73457	645	0
78767	2069	18
104884	2058	382
217826	3112	0
19179	1502	1549
217827	3708	284
100038378	1982	5
12313	4001	5820
100861669	753	0
100038713	4791	0
104718	3442	37
73086	4406	314
100040123	408	4929
217830	3229	122
667148	701	654
238377	3505	7
68339	6292	997
100038467	3405	1
100316805	121	0
68734	4594	3105
319760	3100	20
74947	3665	2
271036	3716	0
74413	2584	196
23876	5829	79
109181	6448	1175
100504056	2370	13
110616	5404	526
100040297	1174	1293
51786	5315	925
238384	2092	0
217835	4007	449
19141	1874	869
27277	2902	810
12652	1882	0
217837	2856	775
100504113	601	0
100316812	93	0
100859931	3835	0
64113	3728	3
320351	1205	546
100233175	1162	115
66622	3247	513
238386	4306	1261
75483	476	0
217843	8870	0
170952	905	0
100504156	1406	0
65256	2690	0
68149	3715	84
27225	3157	2254
52668	1053	1333
76933	463	9
217845	1093	2
74521	3683	31
217847	1570	0
12401	1462	0
194604	1346	0
68348	3158	0
20701	1425	5
20703	1442	4
20700	1939	1
20702	1424	0
20704	1374	0
380780	1489	0
71907	1694	0
68054	3690	0
321018	1353	0
268591	2162	0
74069	1864	0
271047	2070	0
16625	1690	0
238393	2290	39
20715	1949	52
546546	2051	184
628900	2193	38
238395	1999	0
20714	1652	1
100504264	762	0
20717	1659	32
20716	2085	432
14836	1174	4
791311	3002	0
192119	9851	1746
100504301	717	18
94040	11962	3981
212073	5532	342
69434	529	12
100306943	275	1
100526471	65	0
73046	930	1
100504315	801	0
27381	1009	0
27379	1026	0
27382	1041	0
27378	830	0
27380	1031	0
21432	1395	0
69952	3282	0
100040339	1575	0
268595	5786	0
12062	1680	6
12061	1338	3
76559	10173	1201
66787	2787	266
78801	3093	14
18789	4509	2804
100503099	2076	0
22367	3796	531
76639	1028	0
71033	1353	0
73160	999	0
74968	1443	0
58208	7923	16
100503150	980	0
52690	2725	1270
12454	2632	824
668158	1547	154
100861813	1116	1
214305	2605	1
13116	2118	21
68519	4201	25
100504467	1549	2
14026	2698	368
723909	99	0
70059	3574	62
22632	2324	1963
214663	1964	188
100503195	604	9
723946	96	0
104910	1580	33
22375	2883	1436
212198	2657	114
380785	2712	10
13386	4811	7
17263	12906	19
100316809	80	0
791079	94	0
751547	91	0
100124466	83	0
723843	97	0
723880	67	0
751555	94	0
100526472	89	0
100526519	89	0
353326	5235	0
723866	91	0
76880	1317	0
723937	124	0
387146	70	0
723867	94	0
100316735	75	0
100526473	80	0
387154	62	0
75745	3584	13
100316669	120	0
723854	79	0
449562	69	0
449561	67	0
100861570	71	0
100303647	30	0
100861571	72	0
100303646	71	0
100861572	71	0
100124461	77	0
723858	66	0
723936	82	0
723927	63	0
723859	61	0
100316751	120	0
723839	86	0
791071	81	0
723842	97	0
723878	85	0
751539	74	0
100316673	121	0
751521	99	0
723881	76	0
751522	63	0
751552	92	0
723856	86	0
100124453	84	0
723934	82	0
723855	68	0
723833	79	0
723935	75	0
723940	82	0
723917	74	0
100124450	78	0
723912	76	0
387152	71	0
751523	66	0
723875	73	0
100040724	1300	1
100124484	82	0
387172	66	0
751524	79	0
723857	68	0
723941	90	0
723862	79	0
723913	80	0
723933	79	0
723863	81	0
100499517	83	0
67280	1621	0
353504	1280	0
100526515	82	0
107585	1868	0
629595	385	2054
26931	5591	2771
100503237	2404	18
319786	1306	9
13424	14398	9716
66323	954	8
100861856	712	1
15519	2850	11322
69641	2427	290
26448	1693	43
66709	1653	0
72805	3725	206
100041649	398	368
67236	2179	421
104859	7830	428
74251	2558	241
77878	1093	0
217864	2725	967
22031	6975	1384
93835	1685	7
100503323	1310	0
217866	6718	3286
380787	657	11
74190	2923	438
21928	3570	5522
212539	1215	422
217869	3966	14703
100316932	122	131
100504687	1954	123
17169	3388	2494
12709	1478	53
328162	2433	461
70369	2138	720
68020	1242	524
16593	3067	853
74335	2422	141
68520	1310	141
21981	4333	905
77675	1729	3
70257	365	1447
74691	4809	0
217874	761	0
104816	2732	62
100526547	85	0
387199	76	2
668303	6918	63
100504733	1752	0
100126692	3223	0
319942	2636	2
104885	2373	0
70435	4601	1583
11565	1791	250
30954	782	430
11651	2690	4719
382639	3478	894
217882	6640	6368
104759	1978	0
100041194	3572	44
100047183	10677	82
217887	1915	188
71963	2420	1541
56696	2439	4
16450	4054	77
66174	793	405
72308	2755	1295
399566	2098	167
217893	5480	978
75671	1267	0
116870	2775	1479
100861919	848	0
68337	1439	7554
12925	447	3909
104732	3355	336
69195	1601	5
238447	1225	0
380792	1480	0
404711	1007	0
16016	1222	0
16017	1478	0
380795	1201	0
380797	1008	0
16019	1491	4
777656	54	0
777655	48	0
777654	48	0
777648	53	0
777661	11	0
777662	16	0
777664	17	0
777667	17	0
777672	17	0
777675	17	0
777677	17	0
777679	17	0
777657	23	0
238405	2271	0
777681	17	0
238406	2507	0
777685	353	0
777686	350	0
777688	294	0
238412	293	0
777780	294	0
668389	293	0
544896	351	0
638605	293	0
668395	294	0
630486	291	0
641178	294	0
628098	294	0
791089	286	0
791090	293	0
629785	203	0
780793	350	0
780792	294	0
633568	294	0
780794	294	0
640046	292	0
780800	357	0
780801	294	0
780802	294	0
780803	294	0
780804	296	0
668421	340	0
780818	353	0
238418	351	0
629812	299	0
195180	294	0
629818	351	0
780825	351	0
629826	351	0
668438	350	0
632654	363	0
629833	299	0
633457	299	0
780828	300	0
780829	296	0
636260	294	0
780831	291	0
629842	300	0
435321	294	0
629845	299	0
628398	300	0
639510	300	0
238427	300	0
432701	300	0
629849	300	0
380808	357	0
432702	294	0
668469	294	0
380809	359	0
668474	294	0
780864	297	0
668478	294	0
629859	293	0
629860	294	0
629863	294	0
629865	294	0
629866	294	0
629871	294	0
668493	294	0
382692	294	0
668497	294	0
780883	294	0
780884	294	0
780885	294	0
629884	294	0
629893	294	0
628614	294	0
629897	294	0
668517	294	0
780891	294	0
629906	310	0
629908	294	0
629915	294	0
629919	293	0
629925	294	0
640506	301	0
780929	294	0
382696	294	0
780931	309	0
629930	301	0
211331	294	0
780932	309	0
382695	294	0
780938	297	0
780939	349	0
432708	457	0
674018	294	0
668544	282	0
100502704	1206	0
238448	294	0
668549	351	0
432709	302	0
780956	351	0
380823	309	0
636462	301	0
380824	294	0
435328	294	0
619833	309	0
780960	301	0
638634	294	0
619886	302	0
619916	294	0
100775172	301	0
668577	295	0
100775173	309	0
668582	301	0
622728	294	0
100775174	294	0
619994	294	0
213570	294	0
435331	294	0
668589	294	0
668591	294	0
100775175	294	0
620140	293	0
434609	351	0
668597	294	0
668599	296	0
56220	2068	329
22355	3385	8
217935	3725	848
52635	5541	3548
100502747	4161	3
319545	2892	133
76044	6604	727
19276	4688	1
627375	273	76
100038689	842	0
432713	449	0
387171	69	0
217944	3987	437
217946	2611	864
13411	14072	96
20688	5770	347
100384890	884	0
320145	4480	0
77706	3876	0
320910	3096	496
238455	3818	618
217951	1168	0
73266	979	0
100504487	1282	1
76937	585	8
73270	669	2
14569	2681	5802
105203	8338	1470
142688	2366	654
70405	1426	6
80796	915	1
494124	549	0
56349	3738	379
238463	3096	0
83428	1478	0
105387	2445	12
105349	1172	0
27384	1232	74
432720	1242	0
111002	1043	2
622402	1231	34
83702	1359	0
116852	1306	0
77337	1209	0
56043	1713	187
432723	2462	0
71867	593	14
23849	4217	45658
69617	3543	1862
56421	3986	1115
100039532	333	369
94191	5456	18
207615	7990	594
319554	2867	169
100039655	684	0
320581	2243	0
69237	2579	2168
217980	4707	1652
100039719	419	12
208440	8026	1184
66505	4114	2948
12671	3168	25
664793	832	0
20191	16813	0
328186	3772	163
238505	4486	272
100039826	507	483
11472	2985	6
432725	483	57
217995	6776	1666
56048	2980	819
171211	8103	1
67475	4239	507
664862	2941	320
18812	852	13
18811	790	0
107849	694	0
100039786	960	1079
630663	672	0
83924	2981	124
18073	6046	122
17101	11806	566
14706	2968	1
97884	3681	627
70430	1807	536
14593	2371	329
94246	6105	2621
94253	9460	0
100862358	659	0
75398	768	469
19166	946	1650
105351	2023	157
670994	509	832
100504070	2565	0
14634	8427	550
71071	1123	1
328190	1538	0
16323	1529	28
192136	1727	35
66308	2672	197
69562	7081	1909
100316665	121	8
56044	2662	1101
67008	3436	485
73992	859	0
218030	2118	0
218035	3197	1252
218038	3195	1
21641	350	0
21638	419	0
21640	406	0
21639	341	0
100126431	60	0
107573	518	0
21637	353	0
100126432	60	0
107575	517	0
107574	503	0
100126433	60	0
21636	350	0
21632	347	0
100126434	61	0
107576	571	0
76205	1284	383
105298	2387	158
20379	1760	8
73412	2088	0
319293	2773	0
353346	3433	0
432730	1786	268
140580	5874	279
665386	340	82
27052	2915	0
258528	951	0
18341	954	0
258527	945	0
19720	4204	548
100862095	660	0
14780	1629	0
75512	1262	0
258526	951	0
22758	4418	96
72739	2602	600
319207	3580	57
432731	3990	1075
100316752	81	0
66707	1455	7
544922	2458	50
100038371	934	3
93681	8900	296
258280	1054	0
404335	981	0
258533	945	0
258739	985	0
218066	942	0
258534	954	0
258536	980	0
258067	942	0
319185	381	17
319191	393	4
319152	488	0
319186	381	76
319159	312	8
319160	312	43
319169	393	1
319187	381	94
56702	672	7
319153	483	14
319170	393	2
319188	594	6
665596	2121	26
665433	514	7
100041230	405	3
319161	312	31
319171	393	1
665622	2121	144
100316716	132	0
193452	2703	157
195236	4975	1
54373	2152	160
193453	1159	0
319168	387	0
319184	381	0
319158	537	141
319167	473	1
319183	381	3
252912	927	0
252906	939	0
632534	897	0
252907	903	0
171259	960	0
626299	891	0
171257	1088	0
100312484	906	0
171278	897	0
171254	903	0
171247	1104	0
171246	939	0
171245	972	0
171255	903	0
171258	909	0
171270	936	0
632793	909	0
171251	951	0
171250	939	0
432735	939	0
171252	927	0
432736	939	0
171269	921	0
171277	897	0
171275	1074	0
171249	1155	0
171248	1104	0
171253	903	0
171279	897	0
171273	897	0
171256	897	0
171272	939	0
171271	897	0
100312485	939	0
171274	927	0
100036518	1086	0
74061	1434	0
218100	4912	229
30946	4456	573
320842	617	7
100503351	492	2
12231	3449	10128
238555	2983	72
100503366	456	0
69386	479	11
319173	393	0
97908	492	2
319182	381	6
260423	1003	2
319157	312	1
14957	2977	184
319151	411	4
319166	704	9
319181	615	89
319180	381	3
319165	393	3
319149	411	6
319156	312	5
319179	2510	58
50709	1931	65
319164	2493	21
68024	728	560
107970	912	0
319155	312	1
15216	1722	148
50708	1561	2341
319148	480	2
100504109	380	2
319178	469	0
319172	506	1
319150	411	1
326620	312	1
326619	312	6
360198	534	4
80838	747	3
214158	1416	0
218103	2974	0
105355	4276	0
20504	2049	0
319848	2483	0
319177	384	0
319163	390	0
214189	1412	0
68732	5158	2117
12763	9755	12
100503456	1683	0
76024	1116	0
193385	6968	62
320489	3837	1
666145	873	0
57441	977	231
79555	2551	7275
66834	686	564
56196	1977	636
210108	4977	0
73326	690	0
214579	5647	216
14756	4659	562
380836	2035	367
195208	8042	187
22360	2137	0
100503530	583	0
73576	1641	0
15192	1994	0
19109	895	0
18775	878	0
215028	774	0
215029	774	0
27372	929	0
18776	936	0
67000	1282	0
19111	868	0
13529	911	0
66392	864	0
19112	862	0
74188	892	0
67310	934	0
73244	864	0
75596	925	2
19113	959	0
19114	1277	0
18814	997	0
67505	1016	0
56635	870	0
666317	706	0
19110	852	0
28078	1045	0
100862257	354	2603
72518	2716	475
20677	2967	5262
77920	1415	4
68916	2538	433
13557	5097	709
218121	2881	3939
11607	2284	2594
66694	1313	2116
75090	1136	0
105352	2768	364
16364	4683	116
66482	4250	898
100862264	410	0
210554	1186	0
73924	841	0
15220	2807	257
71307	714	0
100503631	1525	0
14238	2366	1
17300	3990	665
218138	1510	802
100503660	2763	0
238564	5641	1
78903	2642	914
100862286	426	0
66222	1918	6
380839	1599	0
20708	1859	11
20723	3397	303
20706	1930	1
100862294	471	0
282663	1718	1
20707	1955	1
20726	2101	0
20710	1921	0
20709	1912	0
544923	8413	0
93806	1925	0
238568	1467	0
435350	1494	0
97848	1328	2
20719	1888	1278
68808	777	6
18105	4045	309
19766	4495	2173
68021	1209	482
22151	1607	9673
432745	1033	17
73710	1922	725
100862316	823	0
69666	541	292
73102	6251	1772
66895	1872	1557
108161	1315	1
19134	4466	3036
71864	2395	1
66761	1045	0
69123	1346	69
23986	1610	1562
100503727	648	1
100503742	1171	0
12593	3929	296
208366	2736	83
76487	2308	0
380840	1515	224
100042773	682	1311
69955	2126	676
68404	1596	0
74145	3927	7
17084	997	1
100042802	1500	17
68750	13633	1280
107513	9306	3122
100862351	869	0
71213	2858	70
71340	2744	783
109620	9592	6537
67797	1789	673
12161	2410	4
105245	2617	3791
17828	1769	138
66143	1039	587
108652	2214	574
218165	2816	0
791406	3005	0
21418	3268	995
14538	7039	4500
100628630	72	0
100862098	887	11
68083	1753	1868
66154	952	1426
17152	3565	28
107889	2879	0
637277	2037	16
54326	3837	17
108934	4483	458
18003	4712	5315
621976	7170	869
328231	1730	0
109254	2566	0
100038577	1696	0
110521	8753	2600
13614	2344	2041
218194	5922	116
67046	1263	89
328232	6654	365
68346	1369	181
70078	1811	1416
56705	3064	1358
76137	4356	1505
328234	3456	1
622552	1270	0
12522	2145	12
328235	1204	0
100503592	1937	0
69491	565	2
16468	6158	1135
94245	1311	346
218203	2983	802
66355	1554	260
20238	10608	466
76000	722	46
791386	3153	0
380842	1363	1
666794	3224	67
67252	3658	5
97863	1381	433
218210	6021	5256
16553	6866	1403
105283	1428	25
105193	2294	84
22017	2715	103
218214	4281	401
110052	2602	3076
218215	4694	815
319467	2505	0
619327	3502	0
70971	2012	0
320614	3156	2
15904	1660	59
320315	667	0
67911	4187	71
442803	789	0
387247	103	4
387252	89	0
387244	94	0
218232	4311	147
12022	1361	0
18676	5260	2057
218236	4919	5547
68128	1461	256
75607	6613	1325
18081	1132	875
68480	804	408
66329	1436	4
30938	3110	85
76895	6351	1426
75678	2776	1200
66336	1054	113
407800	3596	35
66695	2354	14
27047	1751	3
18295	2540	31
70930	4242	460
105148	4396	1296
667488	1791	0
218244	3429	0
667503	3354	0
667507	3006	0
667552	3054	0
100502978	3253	0
380882	3152	0
69211	541	0
109082	1785	191
328250	2548	0
751559	109	0
100124649	109	0
380845	649	0
100503376	2471	0
667693	3109	0
71654	1185	0
667712	3558	0
77428	2990	19
20729	4479	1685
100862200	1571	0
75124	1163	10
667728	3480	785
13610	4484	17
20418	1537	0
66197	694	236
75420	2913	536
20354	4377	1103
100502610	2646	0
23882	1081	4808
74050	3272	7
68203	4348	1
100040572	733	0
20963	5272	5
105404	2308	3
11992	1345	314
18030	1992	1341
26564	3970	65
100862222	607	0
268656	2570	1091
100040421	2339	0
17702	2162	449
13488	3529	0
14057	2811	1102
15466	2793	0
12890	4928	605
73666	2326	712
100040543	499	164
319719	4793	597
97820	2674	1757
100503805	347	141
56795	1048	147
28126	1734	623
67044	613	876
74325	1576	3362
76577	4322	1234
105239	4410	2364
268663	4127	4
26913	4141	1
104069	1196	0
218268	1897	0
74257	1556	568
107448	3974	1
212032	3269	2
20184	2931	598
100504437	961	1
26919	3597	310
14186	3146	9
18193	12784	2990
19336	1865	1098
66494	1089	1632
17121	1299	92
66890	4315	3978
51791	2356	13
20505	3081	0
75477	545	0
58992	1961	0
26385	3243	1119
432763	1360	111
56320	3047	425
67399	2987	1091
27261	1546	27
72935	2205	1511
212483	4341	2479
100861617	496	0
67511	1454	2686
218271	1596	178
12328	1387	690
212880	5673	2367
78521	4652	2330
69672	1527	493
72562	546	198
76856	1352	4
18740	2448	0
26914	2053	3145
212937	3498	1
18014	1672	1
57266	1827	82
100038494	1480	0
100040926	822	0
328258	1498	100
16198	536	0
213311	1965	7
16841	877	0
21810	2678	29
17129	7175	1983
26946	3339	0
20745	6673	5
100503085	2142	56
100124491	76	0
77134	2678	6598
75731	1511	235
56085	3686	4938
100503697	474	0
56278	1518	366
75050	4462	71
70153	2822	624
100503714	347	206
15387	1978	3875
723902	108	16
74386	3877	135
114304	4565	10917
67585	1627	0
18212	9880	34
67269	4860	465
319469	3154	0
78689	2631	828
105348	3693	788
70900	3142	0
72219	4277	0
238662	4281	0
238663	3827	0
75223	1239	0
100861875	598	0
69046	1915	535
13996	3135	44
214290	5551	2329
100503743	346	0
328263	3732	0
14451	3131	87
100503759	3604	0
69635	5935	3780
218275	1348	0
70202	1332	2
214639	1373	29
13025	1147	58
116913	710	0
13024	1394	65
21984	1372	0
100861903	332	0
26898	1274	12
104002	1330	1
56835	1335	228
58518	1323	1
56094	2493	0
116911	4221	0
56092	1493	0
64139	1204	0
117066	1442	0
100861626	801	0
100503368	912	0
623505	561	11
432812	1622	0
100861954	924	1
630579	3114	84
100503600	804	1
100041979	2919	38
100041986	816	13
71508	2472	183
77117	2439	85
665503	750	97
211378	2638	50
100861712	1596	26
435366	1316	22
751548	108	0
380850	3279	25
14120	1294	6
14121	1433	21
72061	3509	283
100504114	2764	38
387217	74	2
100861722	1758	446
387221	73	1
100526474	85	1
387142	68	0
14088	4292	124
19206	4305	305
76251	6045	713
15487	1286	0
70484	2276	130
238673	3490	888
56541	2567	428
218294	5993	351
66503	1802	6
66129	972	360
13039	1971	6167
105278	1827	71
68880	1097	0
238680	4868	0
78124	3233	0
238683	3390	0
218304	1170	1
66631	3472	1568
100042311	207	2
258816	927	0
97895	3527	0
100862013	589	0
100038683	1203	0
170936	2869	175
665738	1905	0
544944	549	7
628648	549	3
628794	522	1
628746	917	344
628709	1890	0
100861707	1632	1
76803	515	0
100861733	1691	0
432768	579	750
67530	503	855
100038538	1652	16
66410	1486	435
19210	3424	1586
71226	1061	3
78251	3970	55
432769	2634	28
432770	2981	19
268670	3482	27
380855	2046	75
218311	2712	30
238690	2289	79
100038627	3164	28
431706	2117	3
218314	3909	55
629016	4641	64
408065	4079	109
72807	2033	208
