EntrezID	Length	MCL1-LA_BC2CTUACXX_GATCAG_L001_R1
58523	2789	1199
68591	2884	224
225288	5409	524
66648	6807	103
225289	5351	306
108013	5546	459
100041241	2167	0
320624	2663	0
78058	2140	0
78199	581	0
225326	3102	426
19762	1802	0
20983	3901	0
100861703	596	0
67453	4371	656
269003	4015	865
225339	5353	2420
69241	1015	692
74320	8062	1628
67158	2810	106
225341	1688	17
574402	5193	0
17922	6591	2
73473	9623	1309
19123	1710	111
26405	10791	3665
13872	2673	692
100502989	601	1
402767	1130	2
30948	2455	900
71683	2182	1
75795	1616	0
53603	1333	19
225348	3551	1292
69593	1659	0
12326	12331	6
170459	2985	173
27528	2513	930
433171	2712	1
69749	433	573
13824	3853	1270
633395	2629	8
11789	12449	3388
66384	876	512
13476	2898	2351
53871	2666	315
225358	3344	3116
20890	1519	4
75533	829	78
271508	2362	10
78656	4677	1791
19348	3905	259
52563	4134	614
14587	1992	67
12532	1941	67
100503082	678	1
66306	4475	1138
100861742	992	1
277250	7112	1780
225362	1926	9
13653	3072	36645
225363	3705	9809
15526	3043	10526
12385	3676	8211
107065	5673	20
100861752	646	2
81500	1699	979
100503380	1151	231
100316700	70	2
436583	198	2
17184	4472	5008
67869	1424	2799
20522	3009	55
69816	906	2
381148	4846	224
71242	969	109
76594	5169	291
68545	1111	610
73449	2504	31
72512	2302	1267
56550	2483	586
100861776	1014	0
67393	2272	692
74002	4605	6
100042150	2839	1
74966	669	0
19290	1602	332
109169	4539	192
66060	595	789
67199	1077	968
15200	2375	6416
240215	2945	1
108857	8231	3396
108112	1151	268
24068	1087	958
225372	2062	771
67843	2843	1340
240216	2016	42
12475	1497	12370
71983	1815	261
17991	529	1237
24010	1996	1690
67936	1498	607
213236	1469	35
15115	1989	1778
70791	3064	589
66492	2257	1250
378472	345	3
116731	5248	0
353234	5365	0
192163	5230	3
12936	5322	0
100384868	2410	0
12941	5206	1
12937	5242	0
12939	5215	2
353235	5242	20
192161	5341	6
12943	5242	22
12942	5254	4
192164	5254	14
353236	5296	3
353237	5422	300
100038509	2238	1
93872	2457	12
93873	2775	4
93874	3787	21
93875	3719	31
93876	3533	14
93877	2319	4
93878	3506	38
93879	2340	9
93880	3055	25
93881	2841	4
93882	3615	18
93883	3034	11
93884	3693	9
93885	3438	43
93886	2795	7
93887	5271	36
93888	3270	107
93889	5039	39
93890	4714	23
93891	3397	28
93892	2712	13
93893	3067	59
83885	1346	2
24074	3302	975
666693	1784	257
320513	2991	14
93709	4537	24
93710	4537	16
93711	4692	7
93699	4498	31
93712	4534	17
93700	4629	20
93713	4540	42
93714	4540	34
93715	4660	42
93701	4480	32
93716	4730	3
93702	4522	22
93717	4717	22
93703	4684	83
93722	4534	21
93704	4531	18
93723	4714	24
93705	4618	14
93724	5080	7
93706	4687	309
93707	5024	19
93708	4708	7
13367	4378	3253
15183	2005	2020
225392	1767	3
319262	4227	218
106952	5499	28
75599	3902	1279
73516	1931	75
66839	2404	826
53601	5587	42
56736	3517	1087
26384	2300	141
65113	937	2556
24066	4590	383
381155	3867	7
100503571	114	283
14164	3909	349
545253	2187	2
71302	7899	732
100503620	3888	8
14815	6329	1405
18459	2586	1
67180	2329	843
73001	742	1
383348	1365	5
100628617	83	0
77619	724	38
332309	1120	0
269016	4784	133
69401	763	1
107045	3806	1687
100042757	416	21
225432	6266	1769
18998	1146	0
56070	4409	2344
100503707	463	0
240239	1633	5
72930	2276	4
269019	3765	29
22240	2328	62
100862305	880	0
100042074	888	57
100042807	2419	1742
76217	3511	0
20730	422	2
117158	842	0
225443	748	0
72432	4765	58
433178	566	0
433180	587	0
78242	891	0
100042855	258	0
77424	593	0
433181	746	0
18169	2567	0
58916	2207	2
70640	8643	504
328949	8427	409
626275	2364	1
240255	6299	318
100503745	360	611
140492	2046	19
107003	2407	1
28105	4851	100
69391	711	0
225467	2736	834
240261	2801	160
72076	883	5
240263	2866	872
225471	3264	8
66676	3452	3219
13664	2879	5721
100861902	966	0
12583	1530	2409
67526	2492	1058
11777	1479	20
100505012	873	1
74574	3219	7
381142	2247	0
69456	1550	494
20358	6894	97
77668	676	1
328953	1523	0
414127	1332	0
433182	1758	8019
383326	1255	165
67321	377	0
68857	3145	78
76609	702	0
240283	12211	1497
106869	3568	1063
100861953	436	0
15488	2685	1590
225497	1342	0
67365	1044	0
71373	2224	0
100503876	2835	0
67634	1461	0
67222	1463	381
16948	3604	23
66758	1930	0
78414	477	0
14625	1915	7
67847	3984	20
67804	2013	1089
69226	1894	8
19038	1286	28
225518	2601	0
100502945	2306	2
225523	4554	1843
70425	4394	1043
77433	2228	0
328957	1840	0
269023	6112	174
107022	2605	861
110695	3199	1322
56698	2048	730
67343	564	0
16906	2843	1507
320253	1754	222
100038410	4259	0
77422	2416	120
100502981	177	3
70417	7514	0
73137	4801	637
100503007	2822	0
629147	1472	0
74916	961	0
75444	967	0
75084	3432	0
70157	458	0
100503033	2963	0
20496	6520	14137
100861812	500	0
14119	10480	215
225579	2598	0
66307	2563	3218
240322	4666	0
225583	1943	0
78923	3882	9
240327	2648	429
225594	2838	10
240328	3297	122
60440	3128	2841
667597	1701	41
106878	1986	1816
67665	3714	3078
66810	2079	1968
170947	3397	8
104027	7113	2511
328963	3083	1
15531	6085	4620
20044	597	7755
16149	1415	181
100628611	88	1
21453	4630	1029
545260	1722	8
12322	5358	179
240332	3343	0
12590	1750	0
18596	5413	35
12978	3875	34
106894	5199	1293
13521	3863	394
225600	4230	2
170826	3656	79
723889	66	0
442846	1808	0
328967	3234	100
93687	2013	10076
545261	619	60
328968	1357	11
387163	70	3
387161	63	0
56069	692	7
240334	2017	227
17714	4046	974
68982	1865	244
106877	3403	262
319713	4563	38
225608	4540	200
100861847	295	0
11555	2144	469
225609	980	7
15562	4657	232
107035	4398	1087
328971	1135	0
408198	258	0
100038417	795	0
78449	2133	0
494504	2799	69
108123	3482	749
667742	10724	2339
53382	2558	3548
104082	7109	435
73588	664	0
100503391	300	0
20451	6280	0
225631	13391	3
14151	2901	520
70223	2650	4550
54670	6440	443
629480	861	162
83814	8626	4263
100503467	6465	0
387231	66	0
225638	7250	0
240354	5008	646
328977	5503	881
319888	3431	119
66286	770	606
225642	863	0
19434	1669	0
360222	2547	0
225644	1756	0
70361	3714	2449
320924	5742	444
751558	70	0
100503546	2087	2
58801	2654	205
100503565	4892	0
17202	2768	0
100503582	1379	0
14680	5761	125
67064	2529	1602
225651	2007	119
114663	1386	334
338360	2623	17
12683	1164	98
67951	1744	5445
69597	3058	1464
225655	2167	13
68166	5083	818
100504629	507	2
225659	3979	280
107047	1059	294
100861930	351	0
19255	8404	2860
72124	4121	2302
75286	580	12
70799	8093	673
52662	2493	816
108654	9654	1049
67897	5008	583
17203	1162	6
17200	1570	1
78931	2322	0
100504650	683	0
21413	7681	884
100504669	921	0
381175	1525	445
80718	7120	518
75577	1227	13
269033	2291	25
170461	1402	0
26447	2870	276
17191	1850	1729
13176	10325	0
100503674	5182	0
240396	4080	3587
17128	3341	2274
114615	4971	116
107029	2455	272
71263	2191	0
225724	4614	92
77855	1269	1
66468	2669	99
74322	2537	1969
17190	2672	4005
74453	2108	19
17919	6647	978
73606	1932	0
100217466	62	0
52538	1500	1418
16891	3787	199
319195	775	314
100217457	55	37
407819	1047	994
69190	2471	919
100503117	1204	14
17131	4441	4202
269037	6192	359
100038353	2301	1
207259	4572	425
73009	1016	0
17126	9142	1651
664805	3141	0
66191	1394	934
76987	3668	368
71206	1673	11
17344	5433	1442
225742	2103	4
240411	6595	0
225743	7300	3
212163	3418	635
100503152	3923	12
67640	1262	2
225745	1004	262
11946	2432	16346
619308	2893	6
19201	2262	203
100502841	9672	683
620235	1029	3
108052	3995	35
27411	5147	0
240427	9955	1751
100861811	246	0
100861819	246	0
100861827	246	0
93737	3143	215
240442	4188	772
100502902	2708	4
68731	1339	206
27366	5620	3968
66255	1258	66
66943	4866	6409
240444	2815	7
67655	3685	798
100039348	1734	0
18018	7433	565
50771	5432	1826
20689	6903	0
100628596	71	0
14427	2871	0
17196	6718	1870
329002	9473	1053
100628586	60	0
76961	627	0
329003	7817	1065
75853	987	0
76995	681	0
70960	522	0
110796	5814	352
225791	3321	211
240476	7909	578
338403	2829	0
66054	2051	863
433208	1572	0
240479	2153	2
100503964	2073	0
109672	749	849
50764	1586	0
67105	1315	228
665402	818	154
246317	3531	0
12405	2201	0
54607	3210	732
246102	7269	293
225825	2487	1
623279	996	2
67988	4611	1779
70011	395	0
20589	5562	186
353242	992	313
12894	4301	1746
17771	3298	2
14419	699	17
52036	4957	3371
16973	5172	4362
72056	1882	458
225888	9112	1822
12660	5361	10725
27060	3304	2489
225887	963	1151
67689	1832	246
54445	2266	666
73458	1999	40
621603	2161	68
71670	1505	94
109575	1778	0
66387	786	396
60425	1397	243
17995	1572	2155
14870	744	1096
14869	752	3
225884	683	1
29866	1291	0
52004	911	645
18739	4609	1825
11632	1347	549
66990	1518	1024
73660	1433	6
269053	3925	3
23789	1844	2345
19265	846	13
58988	1491	653
107239	3968	92
100502789	3877	8
108995	1759	5
19045	1363	5068
19367	2046	267
100861918	802	5
56708	818	154
69745	913	200
100861921	575	0
245857	2728	2847
68423	2141	263
110355	3182	3175
225876	7268	3951
11854	1338	305
319314	1193	3
171180	3277	214
69861	1167	24
18563	4272	1609
225875	2919	1190
19671	1446	851
381196	2262	15
20743	8235	1821
100861931	442	0
66704	1829	279
19653	2586	485
56275	2809	626
12460	1057	501
399599	3163	2
56464	1975	236
11474	2855	11
70605	2562	287
52028	5597	96
75221	2683	845
240518	1937	37
66419	2882	605
225872	3277	0
13340	2473	150
108902	2035	196
107392	1338	673
225870	4176	514
70445	2563	13
381199	3945	23
68090	1493	630
12794	1237	35
76308	1835	2559
16594	3054	543
107975	4342	2121
319322	3233	3837
100861943	445	8
545276	2422	1
225865	2061	0
73720	3951	8
23825	821	1747
69860	2469	873
20227	5091	1757
414115	1734	8
78306	1778	0
74931	2106	0
622178	195	0
66556	929	2058
107242	1546	870
14283	1705	1297
240514	4401	817
58249	1240	809
13041	1232	9
58859	1842	649
71711	1993	228
12631	1184	10425
225861	1650	31
75555	1021	4
18426	2900	1007
381201	3092	186
68209	646	595
81601	2536	1300
19697	2709	6311
20469	3868	301
104401	7264	2187
26403	3804	2110
16530	1117	14
114601	6447	740
17826	1212	889
56390	690	348
100038547	2358	3
16998	5190	8679
78891	2637	1562
72289	6982	10849
100502960	607	0
66961	3177	19002
69595	903	3
67457	3166	630
107375	1833	149
332359	2115	13
19708	2690	1184
104252	1491	68
18969	2872	476
381203	1897	0
12333	3191	1127
100502985	1966	8
100503014	333	10
74126	3656	1846
18120	1722	556
14109	815	5422
29805	1262	193
73166	1479	176
68505	2631	1026
433215	537	3
81909	1235	432
67849	1906	158
381204	2238	12
66406	1374	170
69024	1541	348
56327	869	347
74481	1372	8
622554	1613	1
170458	588	1
225849	2708	348
100862017	431	0
329015	6340	2247
723957	86	0
387187	89	1
13660	3182	4851
100862023	322	0
240505	5994	1927
17283	3040	690
26412	2466	487
100503066	583	16
22668	4361	8919
19309	2844	143
19395	2193	11
18190	6660	47
100008567	733	10
20521	2255	0
56613	3106	466
100502687	904	0
100628576	59	0
78317	4959	148
54683	688	1940
67674	1034	404
26379	2242	501
67077	781	5
16528	1735	3
107173	2767	562
12015	1452	356
18797	4195	2107
18938	919	863
14227	665	729
22340	1282	274
57431	840	400
68323	999	194
107328	1144	116
108101	2587	60
20867	2173	3632
107227	1275	374
70494	4168	3
396184	5872	3
107260	1677	1230
12868	545	3560
100861619	359	5
70999	3275	763
104383	2013	121
13728	5075	2476
100503986	1016	0
68229	3618	990
654802	559	3
108899	4989	1333
20168	5030	5071
109168	6699	2562
225845	3523	1460
56072	2755	309
66727	1044	1
207151	1984	0
236149	2007	0
171405	2152	0
434674	2004	0
236293	2208	0
319800	1997	0
19879	3510	0
18399	4026	0
402757	2745	20
12669	6290	72
17254	2958	7097
83673	476	2701
100127111	126	91
107071	1204	972
74307	380	3
56389	2264	1887
53319	2284	4467
66836	748	431
67706	848	374
225895	2499	79
100039957	2478	0
67710	868	1049
75291	2071	28
70387	3470	656
68693	5726	5261
14704	1699	19
14705	2210	747
68852	2583	42
225896	1033	1878
107197	831	366
67531	384	4
100628605	76	0
66276	615	292
109077	3294	495
14376	3844	5493
100861648	492	0
72727	1584	674
19881	1526	59
225898	3180	933
100504651	1277	23
23942	3087	2992
70044	2750	497
67160	1565	3907
66395	18543	87615
22287	468	2
66514	2274	1175
621699	1661	5331
623688	1554	186
16319	3217	561
14319	866	21800
24115	2082	3
74760	2320	6
60527	3269	2171
56473	1508	3060
76267	3460	4697
14156	2215	920
69038	510	861
225908	5597	39
269060	5634	221
54525	6966	1366
278795	2077	42
67752	1458	11
66072	3097	505
269061	3604	2829
68642	1096	243
72982	918	84
225912	2580	542
225913	2256	229
13194	4164	12582
71768	3540	3
75096	592	0
58803	1416	0
107305	2415	1535
12507	2069	2
403202	2115	3
12511	3034	0
65221	2345	1
98170	3489	2026
68539	1930	1802
28000	6333	3158
22786	1925	1
14764	2644	4
108673	3003	835
69826	1011	0
545279	1713	1
76002	1385	0
107350	775	1640
64381	1082	0
69369	1194	0
69416	631	0
73466	1375	0
75138	1020	0
12482	2057	0
269063	945	0
383435	3624	0
109225	939	0
666907	836	0
64380	1723	0
60361	1259	0
73656	2053	1
100504727	1079	0
666926	1374	0
100502579	620	1
69774	1687	7
66607	1464	4
68774	1371	2
14126	1010	0
170813	1012	0
225922	673	0
170834	873	0
225923	807	0
14603	1532	0
94063	1134	443
20908	4980	2069
258938	948	0
258227	957	0
257938	1032	0
258405	930	2
225929	4221	1819
76303	4587	1719
258675	933	0
258676	942	0
258155	936	0
258805	1673	0
258674	936	0
258673	945	0
258677	954	0
258409	939	0
258683	939	0
258681	939	0
258680	1076	0
258682	948	0
258117	939	0
258679	948	0
258678	957	0
56093	3918	1
17476	4336	34
207521	5770	968
107373	3199	159
74333	1106	1
240549	1609	0
107146	1310	0
258692	1065	0
258693	4343	0
64697	1672	0
664779	3350	0
12803	1205	2
109910	5609	1894
107321	1673	13
258697	960	0
258694	945	0
258699	927	0
258698	930	0
433224	1763	266
258696	945	0
258300	945	0
258368	978	0
258700	933	0
258695	924	0
258687	924	0
258568	954	0
667271	1046	0
258684	924	0
258299	939	0
258688	924	0
258120	933	0
258121	924	0
258689	933	0
258686	927	0
258690	930	0
258231	945	0
258685	945	0
258123	945	0
258298	945	0
258691	1100	0
404339	948	0
258288	948	0
258629	948	0
258628	942	0
258098	951	0
258342	960	0
258992	948	0
258341	960	0
258991	1067	0
258736	945	0
258792	945	0
258097	936	0
258626	948	0
258793	951	0
258627	948	0
258151	951	0
21888	4555	827
107272	2491	1233
208518	2549	165
100502653	1157	1
14682	5634	2523
595139	6361	3232
14675	3383	813
271564	11164	1504
14240	1515	0
353211	12512	51
14537	4707	342
100502699	1441	0
54391	2482	1488
18552	9346	131
20409	1714	907
225994	1637	195
67383	2094	37
225995	1631	493
225997	6509	272
225998	9400	0
16952	1395	26998
68994	778	2
320092	1085	0
320155	2917	0
11668	2032	11
26358	2060	66
13409	4073	4
22682	7385	6619
14544	5417	225
66206	1428	349
226016	2475	698
83921	6667	4533
226025	10717	8
100502872	324	0
387200	68	0
16601	3263	3406
100316672	121	3
226026	5868	1314
71738	3338	2
67483	868	0
72351	2064	184
791290	3167	261
319924	6632	14
381217	2548	38
75521	667	0
21873	4798	4915
14297	1095	144
18719	2526	185
68034	1696	240
226040	2462	432
226041	7981	606
14237	2345	4
226043	2011	188
76088	7810	2627
100042503	390	873
107351	5410	912
50796	2251	0
240590	2391	0
100503074	474	0
226049	2337	0
67155	6086	1360
70942	668	1
329047	618	0
22359	8308	255
100042588	579	0
240595	5077	0
52874	3462	1386
107372	2595	0
19726	9341	442
226075	3917	249
320176	1314	0
434460	762	876
20510	3708	1542
381218	2152	7
74411	2882	432
67072	2517	516
56248	2751	2106
67329	1247	13
100503337	664	9
59028	1803	806
724062	97	0
791409	1808	0
16452	5030	2257
27356	660	79
19773	697	3
67759	843	316
60533	3639	72
58205	3415	0
77779	2317	4
226089	6282	1039
226090	5394	2481
77836	461	0
240613	8026	967
240614	4867	584
77125	2603	954
66745	2231	0
109113	3540	1610
104174	3756	18
625917	378	36
17195	1069	0
100503233	910	0
546723	804	319
13380	2245	1
19091	7378	320
625995	583	2
83410	3752	917
78103	2854	1
69865	3828	0
54447	4823	405
208449	4539	3964
67188	1641	29
17330	2619	503
23972	3796	171
67979	2813	2322
19211	8212	1613
67795	1630	30
100628575	90	0
628236	1197	2
381236	2721	7
668106	1231	0
668114	1197	0
100503559	411	1
329055	2236	0
67717	1353	0
240633	2240	11
70166	1502	0
78753	2701	165
52024	1754	13
76630	1978	304
11475	1780	226
14102	1801	237
12642	1353	47
16889	2971	3762
15958	3949	79
15959	1998	6
667373	2375	2
667370	2013	1
112419	3365	3
15957	2638	56
240638	3870	52
75735	3692	132
723826	87	0
240641	5563	178
100316775	74	0
15566	3084	0
54364	1156	269
107765	1765	15
100502583	447	0
76073	1509	277
676676	1120	8
226098	4764	130
668215	2662	0
53412	2676	8
74493	6481	6203
72514	1756	30
107182	8509	2528
208922	5792	260
319931	1919	0
69104	5286	1595
77059	3243	16
15925	4976	2599
16551	4819	422
15242	1771	6
107371	2737	393
546726	1557	0
13082	1781	0
226101	7094	2649
619304	2755	2
74107	2778	231
107221	1393	23
19662	1297	2
110855	2967	0
70567	1400	95
56839	4259	1
240660	3471	360
74055	9514	1470
57753	3977	836
209478	4209	225
15201	3019	842
72082	1989	0
72303	1941	0
69888	1630	0
638988	1443	0
13095	1786	0
13097	2869	0
13098	1857	0
545288	1707	0
433247	1769	0
13099	1801	0
100043108	1770	0
13096	1824	0
404195	1772	0
107141	2932	0
226105	1709	0
54132	1505	1792
20411	6791	258
56454	3527	993
67590	2725	241
12495	4197	874
668310	3315	5
240665	3819	165
381223	880	0
72672	6840	420
17060	2097	29
100502752	2789	1
100861913	1651	0
21673	2130	0
226115	892	0
24087	3369	0
107358	6144	10209
83490	2615	286
627352	1048	380
212391	4663	158
381224	4852	239
20562	5238	0
100502871	2238	0
71085	5140	113
14296	2614	49
212398	2161	707
107094	4320	2342
18648	1832	642
66583	1622	329
74168	1838	416
72199	3965	1142
226122	1527	530
56642	1100	6
67432	1635	79
66765	1401	4
226123	1816	232
84095	3771	2392
69534	976	475
277010	3077	288
319740	5614	1349
54612	1900	17
71146	2984	5
100526549	89	0
72832	2616	0
52013	3979	722
100861941	450	0
67573	5437	51
74580	3119	776
100502892	400	2
192236	2754	336
100861965	813	4
100502913	2447	9
545291	2175	0
83674	5040	3
14718	2058	1683
18089	2112	1
246696	1535	682
100502982	1993	15
93685	6050	201
226139	4798	394
66388	1308	62
12780	5389	1
100038628	2043	0
71972	4882	1209
93721	1792	2
226143	2197	0
226144	3432	1204
12675	3500	1416
72502	3581	252
73689	898	175
329064	3321	4
30049	3470	40
20250	5453	2410
100628619	61	0
100502995	593	0
329065	3072	6
20249	4837	9082
22423	3376	2
240667	3923	230
67264	641	1707
319594	6190	1542
18504	3029	0
73322	770	0
226151	6880	855
73894	610	0
26456	4303	76
94067	1213	456
226153	3488	664
226154	2921	1927
100503041	3903	108
94280	2966	1080
107250	1380	30
21908	2030	0
16814	864	0
12234	6325	481
100503332	947	37
56626	2336	167
100861983	584	0
226162	1353	276
30838	1946	505
71232	1015	0
14179	1319	1
18150	860	356
100861995	635	0
76055	4797	3474
80906	813	4
71617	2896	369
20170	2696	158
16825	2677	3298
226169	5244	4123
70769	3636	3138
12686	1879	0
18742	1379	0
107338	6401	1480
100503392	1788	380
18034	3292	9119
73728	3900	2067
68431	1348	67
67116	1941	526
751550	109	0
75579	788	10
75146	2280	133
54130	2742	2457
24069	2359	189
100862031	1751	124
100503435	901	12
93679	3241	1342
56350	822	191
94279	3213	99
226178	4105	1447
13074	1841	2
66439	2176	229
57344	1751	300
94219	3330	371
76952	4469	956
226180	2271	1
71041	2098	537
226182	3258	259
66477	341	246
18572	6044	1431
72691	2049	19
546729	1047	0
18011	4412	59
14218	10464	2853
108689	1878	258
100503104	2765	47
20874	7030	4611
12821	5428	57
100503480	1212	0
67788	1583	2889
100048534	5947	31
14873	1163	1126
68214	1394	29
414801	3766	766
381229	3345	0
66673	5634	0
58178	8088	1
16333	1036	0
100043450	1679	0
170750	2406	1142
78457	780	0
27360	4916	1355
69319	488	0
17859	5619	885
76479	2125	1646
381232	5292	53
100503558	627	26
240672	1155	4618
100043462	917	226
13006	4851	1965
73713	6592	1029
18569	2556	1481
100503593	710	3
100503572	2509	306
56392	4213	1969
11551	3801	110
14732	3828	376
21684	2725	1
73707	3889	32
433256	3151	2940
66980	2289	541
53611	3405	997
77594	2496	1
21416	4553	1571
26930	2856	0
269094	2928	75
226243	2066	0
18175	5499	9
12369	2350	618
226245	2388	718
55947	4074	289
66866	3934	513
11554	2491	152
213993	2754	566
83561	5443	5
240675	3882	15
226250	4075	132
226251	7073	973
78120	391	0
320879	1954	1
226252	5630	713
72133	6395	323
78073	1785	0
226255	6586	1096
14585	3224	1
791347	450	0
75645	1086	0
69055	742	0
69060	1487	0
69166	1447	0
18946	1619	2
18947	1568	0
67507	923	2
73442	5733	18
100526480	87	0
100503848	864	0
226265	2567	11
71653	4081	986
22326	1017	0
332396	3032	0
214084	3803	33
107368	7076	1669
329078	5023	0
13797	2598	0
72647	1827	0
100503908	900	0
74998	6080	298
107376	2070	0
76539	2035	497
226278	1572	0
78832	5790	1794
332397	3928	96
13669	5176	11698
100217439	56	2
67894	2353	385
94281	2731	27
11757	1445	1448
14773	3168	313
414758	2753	153
633057	1624	23
12982	1849	455
100043120	363	0
633188	546	280
664787	1205	0
100038987	1603	0
114564	2719	0
100039029	537	0
100041708	834	0
546061	1443	0
100040974	1132	0
677525	1491	0
100041824	477	0
100503923	974	0
100041057	1473	0
671917	537	0
100041877	1940	0
100041903	891	0
269233	4146	167
18108	1877	697
227522	1027	156
78245	535	7
99035	1509	45
104362	706	19
227525	6214	232
18686	515	0
64707	4282	198
50497	1791	755
100861945	1756	33
227526	3013	29
66540	3148	3220
100038349	3348	0
73489	434	0
209630	7468	316
100504349	555	0
67229	3413	724
209645	3837	351
109079	5319	769
16922	1474	1713
100861976	655	0
381346	345	12
68527	884	12
70024	3494	238
71648	2413	590
74186	2663	16
227541	7111	13
98828	1623	1386
53893	1590	660
791411	952	10
57743	2369	418
209692	3535	38
326622	5174	1097
227545	3625	367
100038358	2796	7
67856	1812	283
320132	2500	2
98910	4953	2149
14007	9522	909
68144	6021	0
100038708	2541	0
791270	1242	0
73438	883	0
14462	3215	2896
381347	4039	815
77682	737	103
100126244	2526	0
209361	4805	341
11949	1801	4043
16588	1379	416
16425	3122	1775
209378	7928	3300
353282	9136	55
100316806	119	0
735255	97	0
100526482	84	0
100124487	97	0
100316663	127	0
735286	73	0
735256	97	0
100316802	123	0
100316770	121	0
100124624	83	0
100526535	87	0
735257	73	0
100526483	87	0
100124642	83	0
100526485	87	0
100124625	83	0
100526536	87	0
100124626	83	0
100526552	87	0
100124627	83	0
100526489	87	0
100526553	83	0
100526491	87	0
100124643	83	0
100526538	87	0
100526554	83	0
100124442	82	0
100526494	87	0
100526495	87	0
100526539	83	0
100124474	81	0
100526496	87	0
100124447	85	0
723922	73	0
735258	97	0
100316701	98	0
100526524	94	0
100124495	80	0
100316668	127	0
100316831	125	0
18761	3313	2
77543	1034	3
100503147	1609	17
170768	5285	13783
100038528	1684	13
76938	1534	1216
16184	4428	0
16169	1548	318
50755	3514	1300
320816	2356	440
241226	5782	2369
338535	2773	115
100862047	666	0
66960	2333	479
19212	3620	142
227580	3163	0
20163	1412	872
65969	11325	8
13434	2637	87
791315	2472	0
100862060	659	0
22352	1834	710
241230	3161	87
30963	1008	59
70957	800	13
20844	3690	783
625286	3658	4
17533	5318	3
100124488	79	0
277468	2676	0
12296	4450	0
625342	1981	239
74455	4776	154
75869	3594	1840
67448	3205	266
100504058	4190	0
75069	485	0
74103	2980	25
68231	525	0
77940	3645	18
100034739	3329	5
72668	4363	45
17354	5444	1218
641254	1957	5
13418	8585	1352
100504159	3076	0
12238	881	1093
12151	3594	1118
381350	1651	3
18718	3471	177
100504170	2231	0
74629	1486	3
70882	2995	1
76467	1190	238
19213	1508	0
70909	2004	0
100041244	2092	4
71198	2529	266
433406	2790	8
791278	4341	0
208618	8041	5712
71435	6972	4880
433408	1385	119
71233	1199	89
208967	3899	179
241263	7143	0
100038625	2541	0
667663	5134	0
100041703	207	125
14417	5625	0
100628608	68	0
54519	2540	2
56075	1637	120
11308	3504	2195
74159	3810	1068
67121	4652	95
27377	4571	2345
70981	1842	3
18232	2579	0
76857	2858	240
100504187	422	361
140483	1640	33
227606	1379	0
69677	790	0
215257	1647	0
54448	883	1
54450	1951	0
215274	538	0
16181	2691	285
215632	4683	317
18510	2527	1
100504544	533	0
12287	7290	0
77683	5049	1639
215705	1772	2580
67187	1231	502
67228	2952	233
107733	2423	375
241274	4589	733
100502743	1020	10
56876	2933	2378
72090	2306	29
241275	1673	0
67122	2582	727
227612	3428	263
58202	2637	1205
74472	1430	7
68222	1126	3
227613	1600	6250
142681	2054	4
329360	2021	14
67859	781	65
68846	1333	284
78797	4824	1165
227615	914	116
97031	2808	651
68475	864	496
99152	3017	1847
78217	516	1
227618	1207	114
14810	4230	4
320354	2894	3
100272219	1696	15
227619	3742	1685
83768	1655	206
227620	1690	558
72080	3121	61
12496	1937	400
18146	1473	1929
14347	1970	1
11305	8061	1688
100526555	56	0
69454	799	30
227622	975	388
19215	805	12
100503942	403	0
77701	716	0
69379	1038	26
30839	2359	758
22030	2998	1264
59022	669	1607
381352	3990	148
75454	583	770
381353	4684	6
227624	3155	1738
77058	1725	2
51875	1055	260
14133	1317	0
78076	653	0
13863	1041	0
620709	729	0
332578	1106	0
227627	713	0
107771	843	163
383678	732	0
16820	684	0
227630	652	0
620858	596	0
71103	1091	0
77704	839	0
227631	1289	0
227632	6102	1
227634	7978	978
98766	3450	260
67991	7016	248
109299	2683	767
100504023	1970	0
16871	2208	0
227638	2449	295
77481	3129	3
329366	3147	1
67839	3623	291
52838	2923	365
332579	1611	8
227644	4491	842
68112	2195	1704
66865	3125	1535
64436	4135	725
227648	8739	3775
100125929	1647	15
18128	9489	3241
353156	1626	101
387145	73	0
67512	837	442
56279	1622	66
72091	742	116
100306955	139	4
100306954	132	8
329369	694	0
100039446	480	0
16821	774	0
80908	1779	16
20935	2568	767
20933	3466	1616
27176	864	6417
20930	1178	592
20931	1138	476
20932	2863	5873
279029	2169	17
227656	2281	935
279028	4580	51
381356	3474	697
227659	2136	9
66139	1493	0
77794	3242	1
109349	2946	0
329371	4020	0
13166	2282	0
192166	4558	259
22325	3482	1009
100504116	668	3
67382	5565	959
140858	2900	1737
20181	5267	1277
12831	8402	59
100038452	2244	1
14134	1062	0
100862306	2634	0
100504177	3699	0
56177	3428	107
241289	5466	239
69327	804	10
118451	2079	526
227671	1335	4
19730	4020	16069
12613	2039	1997
70239	2787	1593
14582	1822	0
64930	7697	1024
69987	671	0
68870	1570	0
100526498	74	0
269252	7127	1453
227674	3328	274
54422	3693	3
329375	1295	4
22130	4153	389
269254	10970	1405
171171	1770	3
76220	4292	4
68975	1232	205
107746	6347	2303
433416	629	19
227682	2576	241
227683	1987	228
26569	4008	748
68205	2143	837
723904	97	0
70319	871	20
99151	2715	165
18286	4459	1039
74412	3108	1550
20740	8081	12490
71820	1807	363
56086	3101	3769
263803	2931	162
66220	1194	86
227693	4100	474
70296	3470	523
13804	1032	67
227695	1838	425
70266	1924	996
67350	435	14
241296	4254	1366
227696	1467	231
227697	2126	188
